,label,id,fea_1,fea_2,fea_3,fea_4,fea_6,fea_7,fea_10,fea_11,less_1265,less_75000,between_3n4,not_0
29,0,54985977,1,1346.0,0,112000.0,1,1,60064,200.0,0.0,0.0,0.0,1.0
30,0,54987316,1,1257.5,2,107000.0,1,1,450071,200.0,1.0,0.0,0.0,1.0
31,0,58985578,1,1311.5,2,115000.0,1,0,60014,200.0,0.0,0.0,0.0,1.0
32,0,58998166,0,1355.0,2,177000.0,0,1,151101,1.0,0.0,0.0,0.0,1.0
33,0,59004284,0,1316.0,0,143000.0,0,1,60061,1.0,0.0,0.0,0.0,1.0
34,0,58990734,1,1278.5,0,88000.0,1,2,60001,1.0,0.0,0.0,0.0,1.0
35,0,54984727,1,1311.5,0,167000.0,1,1,60058,1.0,0.0,0.0,0.0,1.0
36,0,59001863,0,1223.0,2,77000.0,0,0,72000,1.0,1.0,0.0,0.0,1.0
37,0,58996507,1,1214.0,2,58000.0,1,0,60091,1.0,1.0,1.0,0.0,1.0
38,0,58994630,1,1226.0,2,61000.0,1,0,151300,1.0,1.0,1.0,0.0,1.0
39,0,59005405,0,1299.5,0,139000.0,0,2,72000,1.0,0.0,0.0,0.0,1.0
40,0,58992627,1,1305.5,0,50000.0,2,2,350061,226.1459706,0.0,1.0,1.0,1.0
41,0,54984435,1,1248.5,0,286000.0,1,2,450094,173.20508080000002,1.0,0.0,0.0,1.0
42,0,58997904,0,1277.0,2,135000.0,0,1,60091,1.0,0.0,0.0,0.0,1.0
43,0,58987511,1,1272.5,2,97000.0,1,0,72000,1.0,0.0,0.0,0.0,1.0
44,0,59002553,0,1298.0,2,101000.0,0,0,60052,212.1320344,0.0,0.0,0.0,1.0
45,0,59000887,0,1227.5,2,50000.0,0,1,60027,173.20508080000002,1.0,1.0,0.0,1.0
46,0,54988388,1,1335.5,0,71000.0,1,0,72000,168.0981856,0.0,1.0,0.0,1.0
47,0,54983470,1,1238.0,2,104000.0,1,2,450075,243.0370342,1.0,0.0,0.0,1.0
48,0,54992357,0,1257.5,2,81000.0,0,0,72001,1.0,1.0,0.0,0.0,1.0
49,0,54987199,1,1329.5,0,150000.0,1,2,60036,1.0,0.0,0.0,0.0,1.0
50,0,54988132,1,1314.5,0,127000.0,1,0,60008,1.0,0.0,0.0,0.0,1.0
51,0,58994395,1,1281.5,2,99000.0,1,0,60052,1.0,0.0,0.0,0.0,1.0
52,0,58999582,0,1214.0,2,63000.0,0,2,330014,1.0,1.0,1.0,1.0,1.0
53,0,58987512,1,1302.5,2,211000.0,1,1,72000,1.0,0.0,0.0,0.0,1.0
54,0,54985197,1,1191.5,2,70000.0,1,0,450032,192.3538406,1.0,1.0,0.0,1.0
55,0,59003447,1,1226.0,2,90000.0,1,2,450089,200.0,1.0,0.0,0.0,1.0
56,0,58995283,1,1229.0,0,170000.0,1,1,550115,244.94897430000003,1.0,0.0,0.0,1.0
57,0,54985110,1,1206.5,2,66000.0,1,1,60000,173.20508080000002,1.0,1.0,0.0,1.0
58,0,58993992,1,1266.5,2,89000.0,1,1,60091,1.0,0.0,0.0,0.0,1.0
59,0,58983791,1,1215.5,2,100000.0,1,1,450015,258.08525719999994,1.0,0.0,0.0,1.0
60,0,58987426,1,1277.0,0,142000.0,1,2,450002,197.4841766,0.0,0.0,0.0,1.0
61,0,59004203,0,1250.0,2,103000.0,0,0,60071,207.3644135,1.0,0.0,0.0,1.0
62,0,54991100,0,1292.0,2,195000.0,0,1,151300,1.0,0.0,0.0,0.0,1.0
63,0,54985241,1,1275.5,2,90000.0,1,1,450015,212.1320344,0.0,0.0,0.0,1.0
64,0,59004394,0,1292.0,2,187000.0,0,2,60019,273.0347963,0.0,0.0,0.0,1.0
65,0,54987829,1,1320.5,0,102000.0,1,1,151300,200.0,0.0,0.0,0.0,1.0
66,0,58995813,1,1230.5,2,57000.0,1,0,450015,170.29386369999995,1.0,1.0,0.0,1.0
67,0,58997265,0,1386.5,2,296000.0,2,1,151300,223.6067977,0.0,0.0,0.0,1.0
68,0,58989956,1,1284.5,0,82000.0,1,2,450019,214.4761059,0.0,0.0,0.0,1.0
69,0,58999985,1,1281.5,2,98000.0,1,0,60019,1.0,0.0,0.0,0.0,1.0
70,0,54990417,0,1239.5,2,65000.0,0,1,151300,200.0,1.0,1.0,0.0,1.0
71,0,58996494,1,1304.0,0,98000.0,1,1,151300,180.2775638,0.0,0.0,0.0,1.0
72,0,58999709,0,1314.5,2,176000.0,0,0,72049,241.8470591,0.0,0.0,0.0,1.0
73,0,58992592,1,1250.0,0,121000.0,1,2,350091,212.1320344,1.0,0.0,1.0,1.0
74,0,59001107,0,1272.5,2,180000.0,0,1,60091,1.0,0.0,0.0,0.0,1.0
75,0,58986063,1,1266.5,2,86000.0,1,1,151000,200.0,0.0,0.0,0.0,1.0
76,0,58982401,1,1322.0,2,133000.0,1,0,350609,209.8570942,0.0,0.0,1.0,1.0
77,0,59004503,0,1305.5,0,129000.0,0,1,60014,1.0,0.0,0.0,0.0,1.0
78,0,54985058,1,1266.5,2,227000.0,1,0,151300,254.9509757,0.0,0.0,0.0,1.0
79,0,59001300,0,1241.0,2,52000.0,0,1,151011,1.0,1.0,1.0,0.0,1.0
80,0,59005275,0,1298.0,0,165000.0,0,0,72000,234.4504212,0.0,0.0,0.0,1.0
81,0,58989779,1,1350.5,2,176000.0,1,0,151004,1.0,0.0,0.0,0.0,1.0
82,0,54984680,1,1170.5,2,100000.0,1,1,350092,200.0,1.0,0.0,1.0,1.0
83,0,58998809,0,1278.5,2,186000.0,0,1,72000,173.20508080000002,0.0,0.0,0.0,1.0
84,0,54989291,0,1322.0,2,146000.0,0,0,72000,1.0,0.0,0.0,0.0,1.0
85,0,58986069,1,1322.0,2,195000.0,1,0,60000,200.0,0.0,0.0,0.0,1.0
86,0,54986797,1,1254.5,2,81000.0,1,1,60057,200.0,1.0,0.0,0.0,1.0
87,0,54986826,1,1370.0,0,142000.0,1,0,72014,1.0,0.0,0.0,0.0,1.0
88,0,58989171,1,1289.0,2,305000.0,1,1,60033,236.6431913,0.0,0.0,0.0,1.0
89,0,59002460,0,1328.0,2,123000.0,0,1,151009,173.20508080000002,0.0,0.0,0.0,1.0
90,0,59005838,0,1257.5,2,35000.0,0,2,72014,1.0,1.0,1.0,0.0,1.0
91,0,54989304,0,1238.0,2,125000.0,0,0,60002,1.0,1.0,0.0,0.0,1.0
92,0,58988886,1,1235.0,2,68000.0,1,1,450017,187.08286930000003,1.0,1.0,0.0,1.0
93,0,58983868,1,1304.0,2,150000.0,1,1,550107,264.5751311,0.0,0.0,0.0,1.0
94,0,59002775,0,1301.0,2,144000.0,0,0,60001,212.1320344,0.0,0.0,0.0,1.0
95,0,58987368,1,1220.0,2,64000.0,1,1,60033,187.08286930000003,1.0,1.0,0.0,1.0
96,0,54986113,1,1343.0,0,157000.0,1,2,72000,1.0,0.0,0.0,0.0,1.0
97,0,59003649,0,1386.5,0,87000.0,0,1,60008,228.5432125,0.0,0.0,0.0,1.0
98,0,58996064,1,1230.5,2,69000.0,1,0,151300,187.08286930000003,1.0,1.0,0.0,1.0
99,0,59001297,0,1233.5,0,190000.0,0,2,60064,1.0,1.0,0.0,0.0,1.0
100,0,58998256,0,1280.0,2,89000.0,0,1,151300,189.7366596,0.0,0.0,0.0,1.0
101,0,54982998,1,1284.5,2,132000.0,1,0,151009,228.9847156,0.0,0.0,0.0,1.0
102,0,58986443,1,1362.5,0,114000.0,1,2,361005,1.0,0.0,0.0,1.0,1.0
103,0,54982463,1,1272.5,2,70000.0,1,1,60033,167.1227094,0.0,1.0,0.0,1.0
104,0,58989819,1,1299.5,2,500000.0,1,1,72000,1.0,0.0,0.0,0.0,1.0
105,0,54982859,1,1322.0,2,154000.0,1,1,72000,204.9390153,0.0,0.0,0.0,1.0
106,0,58994773,1,1257.5,2,80000.0,1,1,60047,1.0,1.0,0.0,0.0,1.0
107,0,54985214,1,1349.0,0,193000.0,1,1,350063,316.22776600000003,0.0,0.0,1.0,1.0
108,0,58985198,1,1307.0,2,166000.0,1,1,60065,235.0829641,0.0,0.0,0.0,1.0
109,0,58986294,1,1286.0,0,99000.0,1,2,60000,1.0,0.0,0.0,0.0,1.0
110,0,58984900,1,1191.5,2,53000.0,1,1,72000,187.08286930000003,1.0,1.0,0.0,1.0
111,0,58983482,1,1367.0,2,127000.0,1,1,60054,223.6067977,0.0,0.0,0.0,1.0
112,0,54988052,1,1350.5,0,110000.0,1,2,71000,1.0,0.0,0.0,0.0,1.0
113,0,58983946,1,1338.5,2,107000.0,1,1,72000,1.0,0.0,0.0,0.0,1.0
114,0,58985599,1,1305.5,2,129000.0,1,1,60061,223.6067977,0.0,0.0,0.0,1.0
115,0,59003975,0,1364.0,0,200000.0,0,1,60022,212.1320344,0.0,0.0,0.0,1.0
116,0,58995860,1,1362.5,2,93000.0,1,1,151300,1.0,0.0,0.0,0.0,1.0
117,0,59001343,0,1272.5,2,170000.0,0,1,60019,1.0,0.0,0.0,0.0,1.0
118,0,59001195,0,1311.5,2,147000.0,0,1,72000,187.08286930000003,0.0,0.0,0.0,1.0
119,0,59002016,0,1196.0,2,65000.0,0,2,72001,1.0,1.0,1.0,0.0,1.0
120,0,54983331,1,1241.0,2,30000.0,1,1,60006,1.0,1.0,1.0,0.0,1.0
121,0,54986688,1,1319.0,2,177000.0,1,1,60042,1.0,0.0,0.0,0.0,1.0
122,0,59004662,0,1242.5,2,158000.0,0,1,72000,200.0,1.0,0.0,0.0,1.0
123,0,59003192,0,1329.5,0,181000.0,0,1,340017,223.6067977,0.0,0.0,1.0,1.0
124,0,59002317,0,1266.5,2,87000.0,0,2,361029,1.0,0.0,0.0,1.0,1.0
125,0,58987210,1,1223.0,2,90000.0,1,1,450091,223.6067977,1.0,0.0,0.0,1.0
126,0,54984577,1,1311.5,0,91000.0,1,2,151306,1.0,0.0,0.0,0.0,1.0
127,0,58993467,1,1257.5,2,95000.0,1,0,450015,244.94897430000003,1.0,0.0,0.0,1.0
128,0,54991294,0,1256.0,2,101000.0,0,0,60084,1.0,1.0,0.0,0.0,1.0
129,0,58991066,1,1220.0,2,77000.0,1,1,72001,1.0,1.0,0.0,0.0,1.0
130,0,58984992,1,1250.0,2,78000.0,1,1,350092,176.4256217,1.0,0.0,1.0,1.0
131,0,58994986,1,1298.0,0,128000.0,1,1,151300,173.20508080000002,0.0,0.0,0.0,1.0
132,0,58993789,1,1238.0,2,59000.0,1,0,60000,1.0,1.0,1.0,0.0,1.0
133,0,58999718,0,1308.5,2,312000.0,0,0,60014,1.0,0.0,0.0,0.0,1.0
134,0,58994284,1,1214.0,2,81000.0,1,0,450012,204.9390153,1.0,0.0,0.0,1.0
135,0,58984207,1,1305.5,2,91000.0,1,1,450003,173.4358671,0.0,0.0,0.0,1.0
136,0,58987402,1,1241.0,2,62000.0,1,0,60023,1.0,1.0,1.0,0.0,1.0
137,0,58982376,2,1410.5,0,300000.0,0,2,340009,1.0,0.0,0.0,1.0,1.0
138,0,58996247,1,1259.0,0,336000.0,1,0,60036,1.0,1.0,0.0,0.0,1.0
139,0,58996112,1,1248.5,2,76000.0,1,1,72000,200.0,1.0,0.0,0.0,1.0
140,0,54983915,1,1256.0,2,110000.0,1,0,60018,1.0,1.0,0.0,0.0,1.0
141,0,58994299,1,1340.0,0,99000.0,1,2,350069,181.10770280000003,0.0,0.0,1.0,1.0
142,0,58986146,1,1250.0,2,93000.0,1,2,350062,244.94897430000003,1.0,0.0,1.0,1.0
143,0,54988391,1,1203.5,2,71000.0,1,1,151300,200.0,1.0,1.0,0.0,1.0
144,0,58987931,1,1311.5,0,215000.0,1,1,350020,219.089023,0.0,0.0,1.0,1.0
145,0,58997112,1,1202.0,2,63000.0,1,2,60057,1.0,1.0,1.0,0.0,1.0
146,0,58997354,0,1328.0,2,148000.0,0,2,60064,1.0,0.0,0.0,0.0,1.0
147,0,58998938,0,1397.0,2,191000.0,0,0,72000,300.4080558,0.0,0.0,0.0,1.0
148,0,58991241,1,1277.0,0,150000.0,1,1,60015,1.0,0.0,0.0,0.0,1.0
149,0,58989774,1,1281.5,0,80000.0,2,2,60019,235.1148655,0.0,0.0,0.0,1.0
150,0,58991389,1,1365.5,2,84000.0,1,1,60023,1.0,0.0,0.0,0.0,1.0
151,0,58992082,1,1296.5,0,76000.0,1,10,72001,1.0,0.0,0.0,0.0,1.0
152,0,58996882,1,1233.5,2,59000.0,1,1,450052,387.2983346,1.0,1.0,0.0,1.0
153,0,59005496,0,1298.0,0,35000.0,0,1,60028,200.0,0.0,1.0,0.0,1.0
154,0,59003191,0,1278.5,2,97000.0,0,1,72015,223.6067977,0.0,0.0,0.0,1.0
155,0,54984235,1,1365.5,2,77000.0,1,1,60084,1.0,0.0,0.0,0.0,1.0
156,0,54984766,1,1283.0,2,90000.0,1,1,510094,189.7366596,0.0,0.0,0.0,1.0
157,0,58997872,0,1305.5,2,91000.0,0,2,60091,1.0,0.0,0.0,0.0,1.0
158,0,54988666,1,1262.0,0,94000.0,1,1,60018,187.08286930000003,1.0,0.0,0.0,1.0
159,0,54983307,1,1269.5,0,180000.0,1,1,151009,173.20508080000002,0.0,0.0,0.0,1.0
160,0,54988581,1,1247.0,2,66000.0,1,2,60041,1.0,1.0,1.0,0.0,1.0
161,0,58986723,1,1322.0,2,195000.0,1,1,71000,173.20508080000002,0.0,0.0,0.0,1.0
162,0,58995787,1,1289.0,2,68000.0,1,1,60016,173.20508080000002,0.0,1.0,0.0,1.0
163,0,58992849,1,1380.5,2,271000.0,1,0,60027,300.1299718,0.0,0.0,0.0,1.0
164,0,54988718,1,1292.0,0,130000.0,1,1,60040,1.0,0.0,0.0,0.0,1.0
165,0,58991249,1,1296.5,2,138000.0,1,1,60027,158.11388300000002,0.0,0.0,0.0,1.0
166,0,58999555,0,1283.0,2,94000.0,0,0,60017,1.0,0.0,0.0,0.0,1.0
167,0,58994468,1,1283.0,2,100000.0,1,1,332444,1.0,0.0,0.0,1.0,1.0
168,0,54991497,0,1347.5,0,138000.0,0,1,60013,181.6590212,0.0,0.0,0.0,1.0
169,0,59000580,0,1244.0,2,116000.0,0,1,60002,1.0,1.0,0.0,0.0,1.0
170,0,58988871,1,1259.0,2,147000.0,1,0,350029,421.0700654,1.0,0.0,1.0,1.0
171,0,54987053,1,1245.5,2,58000.0,1,1,60024,1.0,1.0,1.0,0.0,1.0
172,0,59000930,0,1352.0,2,75000.0,0,0,151300,200.0,0.0,1.0,0.0,1.0
173,0,58987165,1,1317.5,0,89000.0,1,0,450080,178.1375873,0.0,0.0,0.0,1.0
174,0,58999931,0,1338.5,2,165000.0,0,1,151300,288.09720580000004,0.0,0.0,0.0,1.0
175,0,58996120,1,1211.0,2,66000.0,1,1,60015,1.0,1.0,1.0,0.0,1.0
176,0,58988250,1,1242.5,2,30000.0,1,1,60050,200.0,1.0,1.0,0.0,1.0
177,0,54983799,1,1298.0,0,127000.0,1,2,151300,1.0,0.0,0.0,0.0,1.0
178,0,54990270,0,1308.5,2,144000.0,0,1,60016,1.0,0.0,0.0,0.0,1.0
179,0,58987900,1,1248.5,0,81000.0,1,0,450033,187.08286930000003,1.0,0.0,0.0,1.0
180,0,54983466,1,1274.0,2,127000.0,1,0,72001,212.1320344,0.0,0.0,0.0,1.0
181,0,54988645,1,1350.5,0,235000.0,1,1,350704,360.5551275,0.0,0.0,1.0,1.0
182,0,58990002,1,1277.0,2,101000.0,1,0,450050,200.0699878,0.0,0.0,0.0,1.0
183,0,54986067,1,1271.0,2,137000.0,1,1,60008,233.2873764,0.0,0.0,0.0,1.0
184,0,59000497,0,1257.5,2,88000.0,0,1,60018,200.0,1.0,0.0,0.0,1.0
185,0,59004078,1,1257.5,0,84000.0,1,1,71000,173.20508080000002,1.0,0.0,0.0,1.0
186,0,59002046,0,1259.0,2,35000.0,0,1,60017,1.0,1.0,1.0,0.0,1.0
187,0,54985355,1,1341.5,2,183000.0,1,1,151300,246.6049472,0.0,0.0,0.0,1.0
188,0,58990628,1,1335.5,2,150000.0,1,0,350050,412.3105626,0.0,0.0,1.0,1.0
189,0,59005413,0,1226.0,2,73000.0,0,1,60058,158.11388300000002,1.0,1.0,0.0,1.0
190,0,54991474,0,1256.0,0,129000.0,0,0,60042,1.0,1.0,0.0,0.0,1.0
191,0,58991029,1,1328.0,0,105000.0,1,2,60095,200.0,0.0,0.0,0.0,1.0
192,0,54989484,0,1313.0,2,328000.0,0,1,151300,1.0,0.0,0.0,0.0,1.0
193,0,58996069,1,1233.5,2,62000.0,1,2,450194,244.94897430000003,1.0,1.0,0.0,1.0
194,0,54983198,1,1230.5,2,78000.0,1,1,72000,232.3790008,1.0,0.0,0.0,1.0
195,1,59005571,0,1241.0,2,60000.0,0,1,151300,187.08286930000003,1.0,1.0,0.0,1.0
196,1,54988224,1,1235.0,2,101000.0,1,1,60013,1.0,1.0,0.0,0.0,1.0
197,1,54988411,1,1242.5,2,56000.0,1,1,151300,1.0,1.0,1.0,0.0,1.0
198,1,58997951,0,1230.5,2,125000.0,0,0,71002,316.22776600000003,1.0,0.0,0.0,1.0
199,1,58982795,1,1292.0,2,119000.0,1,0,72001,187.08286930000003,0.0,0.0,0.0,1.0
200,1,54983144,1,1214.0,2,58000.0,1,1,72000,200.0,1.0,1.0,0.0,1.0
201,1,59000868,0,1253.0,2,59000.0,0,2,151300,1.0,1.0,1.0,0.0,1.0
202,1,54989095,0,1230.5,2,79000.0,0,1,72015,173.20508080000002,1.0,0.0,0.0,1.0
203,1,58985008,1,1259.0,2,121000.0,1,1,60064,1.0,1.0,0.0,0.0,1.0
204,1,58996172,1,1293.5,0,87000.0,1,1,450080,170.2468796,0.0,0.0,0.0,1.0
205,1,58989594,1,1317.5,2,127000.0,1,0,71000,200.0,0.0,0.0,0.0,1.0
206,1,54985654,1,1280.0,2,120000.0,1,1,151300,218.604666,0.0,0.0,0.0,1.0
207,1,58994340,1,1281.5,0,75000.0,1,1,72049,1.0,0.0,1.0,0.0,1.0
208,1,58993173,1,1241.0,2,78000.0,1,1,60074,1.0,1.0,0.0,0.0,1.0
209,1,54986544,1,1214.0,2,51000.0,1,0,72000,1.0,1.0,1.0,0.0,1.0
210,1,58989341,1,1241.0,2,56000.0,1,1,151300,158.11388300000002,1.0,1.0,0.0,1.0
211,1,59002746,0,1239.5,2,90000.0,0,1,60019,173.20508080000002,1.0,0.0,0.0,1.0
212,1,58990469,1,1239.5,2,73000.0,1,1,60090,223.6067977,1.0,1.0,0.0,1.0
213,1,58994301,1,1254.5,2,100000.0,1,1,151300,158.11388300000002,1.0,0.0,0.0,1.0
214,1,58991158,1,1205.0,2,77000.0,1,2,151300,273.86127880000004,1.0,0.0,0.0,1.0
215,1,54990680,0,1241.0,2,60000.0,0,1,60036,1.0,1.0,1.0,0.0,1.0
216,1,59000639,0,1251.5,2,51000.0,0,2,60041,1.0,1.0,1.0,0.0,1.0
217,1,54983809,1,1299.5,2,30000.0,1,1,350059,316.22776600000003,0.0,1.0,1.0,1.0
218,1,58992108,1,1241.0,2,56000.0,1,0,60013,158.11388300000002,1.0,1.0,0.0,1.0
219,1,54984789,1,1256.0,2,78000.0,1,2,60030,1.0,1.0,0.0,0.0,1.0
220,1,58997551,0,1305.5,2,130000.0,0,1,361047,1.0,0.0,0.0,1.0,1.0
221,1,58996840,1,1241.0,2,55000.0,1,0,151300,212.1320344,1.0,1.0,0.0,1.0
222,1,54986146,1,1358.0,0,121000.0,1,1,151300,173.20508080000002,0.0,0.0,0.0,1.0
223,1,58985589,1,1224.5,2,45000.0,1,1,450062,173.1588866,1.0,1.0,0.0,1.0
224,1,59004885,0,1272.5,0,141000.0,0,1,151300,1.0,0.0,0.0,0.0,1.0
225,1,58991614,1,1230.5,2,64000.0,1,2,60058,200.0,1.0,1.0,0.0,1.0
226,1,58989344,1,1265.0,2,70000.0,1,2,350704,316.22776600000003,1.0,1.0,1.0,1.0
227,1,58995389,1,1289.0,0,107000.0,1,1,151300,1.0,0.0,0.0,0.0,1.0
228,1,58983822,1,1308.5,2,30000.0,1,1,60062,1.0,0.0,1.0,0.0,1.0
229,1,58990737,1,1242.5,2,71000.0,1,1,60005,173.20508080000002,1.0,1.0,0.0,1.0
230,1,58982978,1,1322.0,2,30000.0,1,1,60047,164.3167673,0.0,1.0,0.0,1.0
231,1,58993990,1,1263.5,2,53000.0,1,1,60095,1.0,1.0,1.0,0.0,1.0
232,1,59001900,0,1256.0,2,180000.0,0,1,60018,1.0,1.0,0.0,0.0,1.0
233,1,58994089,1,1239.5,2,79000.0,1,0,71003,1.0,1.0,0.0,0.0,1.0
234,1,58987220,1,1259.0,2,94000.0,1,0,350063,200.0,1.0,0.0,1.0,1.0
235,1,54984386,1,1245.5,2,81000.0,1,1,60004,1.0,1.0,0.0,0.0,1.0
236,1,58984255,1,1223.0,2,50000.0,1,1,151300,1.0,1.0,1.0,0.0,1.0
237,1,58990136,1,1250.0,2,94000.0,1,1,71000,187.08286930000003,1.0,0.0,0.0,1.0
238,1,54987857,1,1323.5,0,152000.0,1,1,151008,1.0,0.0,0.0,0.0,1.0
239,1,54984047,1,1274.0,2,76000.0,1,1,60000,173.4358671,0.0,0.0,0.0,1.0
240,1,59001882,1,1355.0,2,94000.0,1,1,510044,216.3816074,0.0,0.0,0.0,1.0
241,1,58994016,1,1310.0,0,186000.0,1,2,340019,223.6067977,0.0,0.0,1.0,1.0
242,1,54985192,1,1230.5,2,72000.0,1,1,60069,1.0,1.0,1.0,0.0,1.0
243,1,58983909,1,1262.0,2,130000.0,1,1,151304,189.7366596,1.0,0.0,0.0,1.0
244,1,58997724,0,1313.0,2,134000.0,0,1,60054,244.94897430000003,0.0,0.0,0.0,1.0
245,1,58982721,1,1269.5,2,86000.0,1,0,60019,1.0,0.0,0.0,0.0,1.0
246,1,54986575,1,1272.5,2,50000.0,1,1,60011,1.0,0.0,1.0,0.0,1.0
247,1,54984903,1,1371.5,2,83000.0,1,1,350704,165.6653253,0.0,0.0,1.0,1.0
248,1,58995877,1,1277.0,2,132000.0,1,0,60016,1.0,0.0,0.0,0.0,1.0
249,1,58999754,0,1310.0,2,88000.0,0,1,60005,1.0,0.0,0.0,0.0,1.0
250,1,59002803,0,1295.0,0,35000.0,0,1,151300,1.0,0.0,1.0,0.0,1.0
251,1,58993369,1,1308.5,0,134000.0,1,1,151009,1.0,0.0,0.0,0.0,1.0
252,1,58993621,1,1272.5,2,80000.0,1,0,60043,1.0,0.0,0.0,0.0,1.0
253,1,58996391,1,1386.5,0,165000.0,1,2,350098,173.20508080000002,0.0,0.0,1.0,1.0
254,1,58988200,1,1308.5,2,39000.0,1,1,450018,159.9843742,0.0,1.0,0.0,1.0
255,1,58982754,1,1322.0,2,195000.0,1,1,60033,240.8318916,0.0,0.0,0.0,1.0
256,1,59001563,0,1214.0,2,56000.0,0,1,151300,200.0,1.0,1.0,0.0,1.0
257,1,54991086,0,1289.0,0,143000.0,0,1,60091,1.0,0.0,0.0,0.0,1.0
258,1,59001607,0,1187.0,2,100000.0,0,1,60017,547.7225575,1.0,0.0,0.0,1.0
259,1,58987028,1,1206.5,2,49000.0,1,2,551201,158.11388300000002,1.0,1.0,0.0,1.0
260,1,54984182,1,1281.5,2,144000.0,1,1,60057,1.0,0.0,0.0,0.0,1.0
261,1,54987489,1,1307.0,0,182000.0,1,2,350052,200.0,0.0,0.0,1.0,1.0
262,1,59003507,0,1278.5,2,101000.0,0,1,72000,1.0,0.0,0.0,0.0,1.0
263,1,58992006,1,1272.5,2,50000.0,1,2,60007,1.0,0.0,1.0,0.0,1.0
264,1,54990604,0,1238.0,2,75000.0,0,1,72001,1.0,1.0,1.0,0.0,1.0
265,1,54987636,1,1214.0,2,59000.0,1,1,72001,223.6067977,1.0,1.0,0.0,1.0
266,1,58992419,1,1382.0,2,115000.0,1,1,60058,1.0,0.0,0.0,0.0,1.0
267,1,58986996,1,1250.0,2,50000.0,1,1,350702,200.0,1.0,1.0,1.0,1.0
268,1,54988522,1,1214.0,2,58000.0,1,1,151300,158.11388300000002,1.0,1.0,0.0,1.0
269,1,59001617,0,1304.0,2,35000.0,0,1,72000,200.0,0.0,1.0,0.0,1.0
270,1,54986948,1,1353.5,0,173000.0,1,1,350018,212.1320344,0.0,0.0,1.0,1.0
271,1,59001676,0,1287.5,2,120000.0,0,0,60059,1.0,0.0,0.0,0.0,1.0
272,1,59000842,0,1214.0,2,50000.0,0,1,60043,173.20508080000002,1.0,1.0,0.0,1.0
273,1,58994767,1,1377.5,0,55000.0,1,1,151009,212.1320344,0.0,1.0,0.0,1.0
274,1,54982387,2,1349.0,0,286000.0,2,2,361003,1.0,0.0,0.0,1.0,1.0
